user,achievement,points,game_mode,timestamp,group
0d271530-be17-4538-bf04-dde3c6069b5f,AddTestsAchievement,1,Achievements,2025-04-17 09:05:41.825294+02:00,A
0d271530-be17-4538-bf04-dde3c6069b5f,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:05:43.040743+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,AddTestsAchievement,1,Achievements,2025-04-17 09:05:48.675823+02:00,A
7234f6dc-a316-4576-8453-6e10d7cf1c3d,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:06:05.043879+02:00,A
7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RunXTestSuitesAchievement,1,Leaderboard,2025-04-17 09:06:11.101249+02:00,B
7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RunXTestSuitesAchievement,1,Leaderboard,2025-04-17 09:06:17.041584+02:00,B
60716858-6fcb-4953-88e3-12a51b3c7c47,AddTestsAchievement,1,Leaderboard,2025-04-17 09:06:23.379220+02:00,B
7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RunXTestSuitesAchievement,1,Leaderboard,2025-04-17 09:06:23.725619+02:00,B
70e85b5e-92d4-498a-9079-ba881f5b3b82,AddTestsAchievement,1,Leaderboard,2025-04-17 09:06:28.813426+02:00,B
7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RunXTestSuitesAchievement,1,Leaderboard,2025-04-17 09:06:29.742084+02:00,B
0d271530-be17-4538-bf04-dde3c6069b5f,AddTestsAchievement,1,Achievements,2025-04-17 09:06:43.341437+02:00,A
7b25b9f2-5d8e-401e-aefa-ac31e94575d1,AddTestsAchievement,1,Leaderboard,2025-04-17 09:07:01.312358+02:00,B
fb270a09-6a45-4eae-8f9a-3c808faec3ee,RefactorXTestNamesAchievement,1,Leaderboard,2025-04-17 09:07:01.472923+02:00,B
0d271530-be17-4538-bf04-dde3c6069b5f,RefactorAddXAssertionsAchievement,2,Achievements,2025-04-17 09:07:05.844458+02:00,A
0d271530-be17-4538-bf04-dde3c6069b5f,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:07:07.132730+02:00,A
465777bf-b8f8-4dbe-b99e-7e1c208be8dc,RefactorAddXAssertionsAchievement,2,Leaderboard,2025-04-17 09:07:10.961385+02:00,B
465777bf-b8f8-4dbe-b99e-7e1c208be8dc,AddTestsAchievement,1,Leaderboard,2025-04-17 09:07:10.973395+02:00,B
11b1644a-d11f-45cb-8a40-282a209059c0,RefactorAddXAssertionsAchievement,4,Achievements,2025-04-17 09:07:21.420707+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,AddTestsAchievement,2,Achievements,2025-04-17 09:07:21.425113+02:00,A
465777bf-b8f8-4dbe-b99e-7e1c208be8dc,RefactorAddXAssertionsAchievement,1,Leaderboard,2025-04-17 09:07:22.687330+02:00,B
11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:07:23.234965+02:00,A
0d271530-be17-4538-bf04-dde3c6069b5f,RefactorAddXAssertionsAchievement,2,Achievements,2025-04-17 09:07:28.780374+02:00,A
0d271530-be17-4538-bf04-dde3c6069b5f,AddTestsAchievement,1,Achievements,2025-04-17 09:07:28.787052+02:00,A
0d271530-be17-4538-bf04-dde3c6069b5f,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:07:30.045930+02:00,A
223bf16c-aaad-404f-8a47-61f3ced741e4,RefactorXTestNamesAchievement,1,Achievements,2025-04-17 09:07:31.843687+02:00,A
fb270a09-6a45-4eae-8f9a-3c808faec3ee,RefactorXTestNamesAchievement,1,Leaderboard,2025-04-17 09:07:32.604022+02:00,B
11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:07:50.486231+02:00,A
223bf16c-aaad-404f-8a47-61f3ced741e4,RefactorXTestNamesAchievement,1,Achievements,2025-04-17 09:07:50.844430+02:00,A
70e85b5e-92d4-498a-9079-ba881f5b3b82,RefactorAddXAssertionsAchievement,3,Leaderboard,2025-04-17 09:07:57.502697+02:00,B
70e85b5e-92d4-498a-9079-ba881f5b3b82,AddTestsAchievement,2,Leaderboard,2025-04-17 09:07:57.510526+02:00,B
0d271530-be17-4538-bf04-dde3c6069b5f,AddTestsAchievement,1,Achievements,2025-04-17 09:08:00.617698+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:08:03.295282+02:00,A
70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,AddTestsAchievement,1,Achievements,2025-04-17 09:08:05.727140+02:00,A
70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,RefactorCodeAchievement,1,Achievements,2025-04-17 09:08:05.761174+02:00,A
70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,RefactorCodeAchievement,1,Achievements,2025-04-17 09:08:05.770287+02:00,A
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:08:16.520224+02:00,A
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,AddTestsAchievement,1,Achievements,2025-04-17 09:08:16.530155+02:00,A
0d271530-be17-4538-bf04-dde3c6069b5f,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:08:26.042708+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,AddTestsAchievement,1,Achievements,2025-04-17 09:08:30.223286+02:00,A
7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RefactorAddXAssertionsAchievement,1,Leaderboard,2025-04-17 09:08:34.867033+02:00,B
7b25b9f2-5d8e-401e-aefa-ac31e94575d1,AddTestsAchievement,1,Leaderboard,2025-04-17 09:08:34.882445+02:00,B
7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RunXTestSuitesAchievement,1,Leaderboard,2025-04-17 09:08:40.004393+02:00,B
11b1644a-d11f-45cb-8a40-282a209059c0,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:08:43.824578+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:08:45.037230+02:00,A
7234f6dc-a316-4576-8453-6e10d7cf1c3d,RefactorAddXAssertionsAchievement,3,Achievements,2025-04-17 09:08:45.065100+02:00,A
d5082901-d846-4794-82af-2c7db8d50788,RefactorCodeAchievement,1,Leaderboard,2025-04-17 09:08:46.825557+02:00,B
465777bf-b8f8-4dbe-b99e-7e1c208be8dc,RefactorAddXAssertionsAchievement,3,Leaderboard,2025-04-17 09:08:49.114931+02:00,B
465777bf-b8f8-4dbe-b99e-7e1c208be8dc,AddTestsAchievement,1,Leaderboard,2025-04-17 09:08:49.121117+02:00,B
f08453ce-2b6e-40e4-a0b4-0c37218608fa,RefactorAddXAssertionsAchievement,11,Achievements,2025-04-17 09:08:51.906841+02:00,A
f08453ce-2b6e-40e4-a0b4-0c37218608fa,AddTestsAchievement,4,Achievements,2025-04-17 09:08:51.937079+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:08:53.288399+02:00,A
7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RunXTestSuitesAchievement,1,Leaderboard,2025-04-17 09:08:55.192341+02:00,B
d5082901-d846-4794-82af-2c7db8d50788,RefactorCodeAchievement,1,Leaderboard,2025-04-17 09:08:57.986714+02:00,B
11b1644a-d11f-45cb-8a40-282a209059c0,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:09:08.150140+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,AddTestsAchievement,1,Achievements,2025-04-17 09:09:08.154729+02:00,A
7b25b9f2-5d8e-401e-aefa-ac31e94575d1,AddTestsAchievement,1,Leaderboard,2025-04-17 09:09:08.959737+02:00,B
11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:09:09.383932+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:09:16.733664+02:00,A
70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:09:16.892838+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:09:24.367547+02:00,A
7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RefactorAddXAssertionsAchievement,2,Leaderboard,2025-04-17 09:09:24.797660+02:00,B
7b25b9f2-5d8e-401e-aefa-ac31e94575d1,AddTestsAchievement,1,Leaderboard,2025-04-17 09:09:24.805542+02:00,B
70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,AddTestsAchievement,1,Achievements,2025-04-17 09:09:28.105801+02:00,A
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,RefactorAddXAssertionsAchievement,2,Achievements,2025-04-17 09:09:28.305783+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:09:31.739679+02:00,A
674eeeb6-2534-419d-8965-63e4400f60c4,AddTestsAchievement,1,Achievements,2025-04-17 09:09:41.301135+02:00,A
7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RunXTestSuitesAchievement,1,Leaderboard,2025-04-17 09:09:43.619473+02:00,B
f9ec833e-db4f-49b9-9b14-08298cbb4425,AddTestsAchievement,1,Leaderboard,2025-04-17 09:09:46.779398+02:00,B
60716858-6fcb-4953-88e3-12a51b3c7c47,RefactorAddXAssertionsAchievement,1,Leaderboard,2025-04-17 09:10:00.536054+02:00,B
d5082901-d846-4794-82af-2c7db8d50788,AddTestsAchievement,1,Leaderboard,2025-04-17 09:10:00.584424+02:00,B
11b1644a-d11f-45cb-8a40-282a209059c0,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:10:17.126241+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,AddTestsAchievement,1,Achievements,2025-04-17 09:10:17.130845+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:10:18.507089+02:00,A
fb270a09-6a45-4eae-8f9a-3c808faec3ee,RefactorXTestNamesAchievement,1,Leaderboard,2025-04-17 09:10:25.239446+02:00,B
fb270a09-6a45-4eae-8f9a-3c808faec3ee,RefactorCodeAchievement,1,Leaderboard,2025-04-17 09:10:25.249211+02:00,B
60716858-6fcb-4953-88e3-12a51b3c7c47,RefactorAddXAssertionsAchievement,7,Leaderboard,2025-04-17 09:10:25.725011+02:00,B
b39dc415-9bb6-4d5d-a8f9-30fd61f6a594,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:10:28.428306+02:00,A
b39dc415-9bb6-4d5d-a8f9-30fd61f6a594,AddTestsAchievement,1,Achievements,2025-04-17 09:10:28.488500+02:00,A
70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:10:28.510355+02:00,A
afb0f9dc-6acf-48cd-a0e1-032f5df9366f,RefactorCodeAchievement,1,Leaderboard,2025-04-17 09:10:28.593480+02:00,B
11b1644a-d11f-45cb-8a40-282a209059c0,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:10:30.901563+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:10:32.136165+02:00,A
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:10:33.026815+02:00,A
60716858-6fcb-4953-88e3-12a51b3c7c47,RefactorAddXAssertionsAchievement,7,Leaderboard,2025-04-17 09:10:33.062782+02:00,B
11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:10:37.799364+02:00,A
f9ec833e-db4f-49b9-9b14-08298cbb4425,RefactorAddXAssertionsAchievement,2,Leaderboard,2025-04-17 09:10:38.354815+02:00,B
7234f6dc-a316-4576-8453-6e10d7cf1c3d,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:10:41.830419+02:00,A
60716858-6fcb-4953-88e3-12a51b3c7c47,RefactorAddXAssertionsAchievement,108,Leaderboard,2025-04-17 09:10:47.117089+02:00,B
223bf16c-aaad-404f-8a47-61f3ced741e4,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:10:47.462296+02:00,A
fb270a09-6a45-4eae-8f9a-3c808faec3ee,RefactorCodeAchievement,1,Leaderboard,2025-04-17 09:10:55.325885+02:00,B
7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RefactorAddXAssertionsAchievement,1,Leaderboard,2025-04-17 09:11:11.255025+02:00,B
7b25b9f2-5d8e-401e-aefa-ac31e94575d1,AddTestsAchievement,1,Leaderboard,2025-04-17 09:11:11.263680+02:00,B
223bf16c-aaad-404f-8a47-61f3ced741e4,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:11:12.682187+02:00,A
7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RunXTestSuitesAchievement,1,Leaderboard,2025-04-17 09:11:15.680426+02:00,B
70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,AddTestsAchievement,1,Achievements,2025-04-17 09:11:16.707582+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:11:19.001797+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,AddTestsAchievement,1,Achievements,2025-04-17 09:11:19.009079+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:11:20.241020+02:00,A
7234f6dc-a316-4576-8453-6e10d7cf1c3d,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:11:23.495774+02:00,A
4d14cb87-b95e-4575-8823-f951391a3e6a,RefactorAddXAssertionsAchievement,3,Leaderboard,2025-04-17 09:11:24.835074+02:00,B
4d14cb87-b95e-4575-8823-f951391a3e6a,AddTestsAchievement,1,Leaderboard,2025-04-17 09:11:24.844316+02:00,B
11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:11:27.226058+02:00,A
0d271530-be17-4538-bf04-dde3c6069b5f,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:11:29.702009+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:11:30.433638+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,RunWithCoverageAchievement,1,Achievements,2025-04-17 09:11:30.433923+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,CoverXLinesAchievement,14,Achievements,2025-04-17 09:11:30.511789+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,CoverXMethodsAchievement,8,Achievements,2025-04-17 09:11:30.523081+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,CoverXClassesAchievement,1,Achievements,2025-04-17 09:11:30.534241+02:00,A
70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,AddTestsAchievement,1,Achievements,2025-04-17 09:11:31.724616+02:00,A
fb270a09-6a45-4eae-8f9a-3c808faec3ee,RunXTestSuitesAchievement,1,Leaderboard,2025-04-17 09:11:32.325790+02:00,B
4d14cb87-b95e-4575-8823-f951391a3e6a,RefactorCodeAchievement,1,Leaderboard,2025-04-17 09:11:39.278778+02:00,B
70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:11:39.984526+02:00,A
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:11:46.766312+02:00,A
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,AddTestsAchievement,1,Achievements,2025-04-17 09:11:46.777468+02:00,A
70e85b5e-92d4-498a-9079-ba881f5b3b82,RefactorAddXAssertionsAchievement,5,Leaderboard,2025-04-17 09:11:54.219841+02:00,B
70e85b5e-92d4-498a-9079-ba881f5b3b82,AddTestsAchievement,2,Leaderboard,2025-04-17 09:11:54.226635+02:00,B
70e85b5e-92d4-498a-9079-ba881f5b3b82,RunXTestSuitesAchievement,1,Leaderboard,2025-04-17 09:11:57.161563+02:00,B
60716858-6fcb-4953-88e3-12a51b3c7c47,RefactorAddXAssertionsAchievement,3753,Leaderboard,2025-04-17 09:11:57.551489+02:00,B
afb0f9dc-6acf-48cd-a0e1-032f5df9366f,AddTestsAchievement,2,Leaderboard,2025-04-17 09:12:01.378131+02:00,B
afb0f9dc-6acf-48cd-a0e1-032f5df9366f,RefactorCodeAchievement,1,Leaderboard,2025-04-17 09:12:01.397912+02:00,B
4d14cb87-b95e-4575-8823-f951391a3e6a,RefactorXTestNamesAchievement,1,Leaderboard,2025-04-17 09:12:06.552231+02:00,B
0d271530-be17-4538-bf04-dde3c6069b5f,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:12:07.679296+02:00,A
0d271530-be17-4538-bf04-dde3c6069b5f,AddTestsAchievement,1,Achievements,2025-04-17 09:12:07.686727+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:12:13.945609+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,AddTestsAchievement,1,Achievements,2025-04-17 09:12:13.951077+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:12:15.133567+02:00,A
fb270a09-6a45-4eae-8f9a-3c808faec3ee,RunXTestSuitesAchievement,1,Leaderboard,2025-04-17 09:12:17.698507+02:00,B
7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RunXTestSuitesAchievement,1,Leaderboard,2025-04-17 09:12:20.684826+02:00,B
70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,RefactorAddXAssertionsAchievement,4,Achievements,2025-04-17 09:12:26.238223+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:12:26.582817+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,AddTestsAchievement,1,Achievements,2025-04-17 09:12:26.588775+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:12:27.787129+02:00,A
70e85b5e-92d4-498a-9079-ba881f5b3b82,RunXTestSuitesAchievement,1,Leaderboard,2025-04-17 09:12:34.999445+02:00,B
70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:12:36.798296+02:00,A
223bf16c-aaad-404f-8a47-61f3ced741e4,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:12:41.258335+02:00,A
223bf16c-aaad-404f-8a47-61f3ced741e4,AddTestsAchievement,1,Achievements,2025-04-17 09:12:41.264475+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:12:42.680933+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,AddTestsAchievement,1,Achievements,2025-04-17 09:12:42.688919+02:00,A
fb270a09-6a45-4eae-8f9a-3c808faec3ee,RunXTestSuitesAchievement,1,Leaderboard,2025-04-17 09:12:53.728575+02:00,B
0d271530-be17-4538-bf04-dde3c6069b5f,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:12:54.921342+02:00,A
223bf16c-aaad-404f-8a47-61f3ced741e4,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:12:58.158030+02:00,A
ca639c6f-a4d1-464c-9b8b-0351617a59b5,RefactorAddXAssertionsAchievement,2,Leaderboard,2025-04-17 09:12:58.775100+02:00,B
ca639c6f-a4d1-464c-9b8b-0351617a59b5,AddTestsAchievement,1,Leaderboard,2025-04-17 09:12:58.781628+02:00,B
7234f6dc-a316-4576-8453-6e10d7cf1c3d,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:13:01.467496+02:00,A
ca639c6f-a4d1-464c-9b8b-0351617a59b5,RunXTestSuitesAchievement,1,Leaderboard,2025-04-17 09:13:02.745117+02:00,B
0d271530-be17-4538-bf04-dde3c6069b5f,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:13:07.144127+02:00,A
223bf16c-aaad-404f-8a47-61f3ced741e4,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:13:08.094259+02:00,A
70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:13:08.326674+02:00,A
fb270a09-6a45-4eae-8f9a-3c808faec3ee,RunXTestSuitesAchievement,1,Leaderboard,2025-04-17 09:13:09.003890+02:00,B
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,AddTestsAchievement,1,Achievements,2025-04-17 09:13:09.318643+02:00,A
0d271530-be17-4538-bf04-dde3c6069b5f,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:13:11.546569+02:00,A
223bf16c-aaad-404f-8a47-61f3ced741e4,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:13:13.160014+02:00,A
223bf16c-aaad-404f-8a47-61f3ced741e4,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:13:14.121747+02:00,A
1f06f352-91b6-4373-87ed-5a5070723efb,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:13:22.658701+02:00,A
70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:13:23.784012+02:00,A
7234f6dc-a316-4576-8453-6e10d7cf1c3d,RefactorCodeAchievement,1,Achievements,2025-04-17 09:13:31.900313+02:00,A
7234f6dc-a316-4576-8453-6e10d7cf1c3d,RefactorCodeAchievement,1,Achievements,2025-04-17 09:13:31.905801+02:00,A
fb270a09-6a45-4eae-8f9a-3c808faec3ee,RunXTestSuitesAchievement,1,Leaderboard,2025-04-17 09:13:37.039148+02:00,B
70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:13:39.221649+02:00,A
465777bf-b8f8-4dbe-b99e-7e1c208be8dc,RefactorAddXAssertionsAchievement,1,Leaderboard,2025-04-17 09:13:48.795882+02:00,B
70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:13:52.952350+02:00,A
4d14cb87-b95e-4575-8823-f951391a3e6a,RefactorAddXAssertionsAchievement,3,Leaderboard,2025-04-17 09:13:54.621887+02:00,B
4d14cb87-b95e-4575-8823-f951391a3e6a,AddTestsAchievement,1,Leaderboard,2025-04-17 09:13:54.635935+02:00,B
70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:13:56.798740+02:00,A
11b1644a-d11f-45cb-8a40-282a209059c0,RefactorAddXAssertionsAchievement,2,Achievements,2025-04-17 09:13:59.224248+02:00,A
7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RefactorAddXAssertionsAchievement,1,Leaderboard,2025-04-17 09:14:00.432610+02:00,B
7b25b9f2-5d8e-401e-aefa-ac31e94575d1,AddTestsAchievement,1,Leaderboard,2025-04-17 09:14:00.433061+02:00,B
0d271530-be17-4538-bf04-dde3c6069b5f,RefactorAddXAssertionsAchievement,2,Achievements,2025-04-17 09:14:05.913013+02:00,A
0d271530-be17-4538-bf04-dde3c6069b5f,AddTestsAchievement,1,Achievements,2025-04-17 09:14:05.926070+02:00,A
223bf16c-aaad-404f-8a47-61f3ced741e4,AddTestsAchievement,1,Achievements,2025-04-17 09:14:05.969831+02:00,A
0d271530-be17-4538-bf04-dde3c6069b5f,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:14:07.182822+02:00,A
7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RunXTestSuitesAchievement,1,Leaderboard,2025-04-17 09:14:08.302830+02:00,B
1f06f352-91b6-4373-87ed-5a5070723efb,RefactorAddXAssertionsAchievement,1,Achievements,2025-04-17 09:14:14.005397+02:00,A
0d271530-be17-4538-bf04-dde3c6069b5f,RunXTestSuitesAchievement,1,Achievements,2025-04-17 09:14:15.642712+02:00,A
