id,user,achievement,points,game_mode,timestamp
25,afb0f9dc-6acf-48cd-a0e1-032f5df9366f,AddTestsAchievement,1,0,2025-04-17 07:04:54.242458
26,db05d465-5823-4bdd-b3b8-55eb42642552,AddTestsAchievement,1,0,2025-04-17 07:05:00.053534
27,f9ec833e-db4f-49b9-9b14-08298cbb4425,RefactorAddXAssertionsAchievement,3,0,2025-04-17 07:05:13.452801
28,f9ec833e-db4f-49b9-9b14-08298cbb4425,AddTestsAchievement,1,0,2025-04-17 07:05:13.461318
29,70e85b5e-92d4-498a-9079-ba881f5b3b82,RefactorAddXAssertionsAchievement,2,0,2025-04-17 07:05:19.204957
30,11b1644a-d11f-45cb-8a40-282a209059c0,RefactorAddXAssertionsAchievement,4,1,2025-04-17 07:05:22.951686
31,11b1644a-d11f-45cb-8a40-282a209059c0,AddTestsAchievement,4,1,2025-04-17 07:05:22.956186
32,eed81e54-2343-44af-ab2f-cd062db7e11a,RefactorAddXAssertionsAchievement,1,0,2025-04-17 07:05:23.530881
33,70e85b5e-92d4-498a-9079-ba881f5b3b82,RunXTestSuitesAchievement,1,0,2025-04-17 07:05:23.796093
34,11b1644a-d11f-45cb-8a40-282a209059c0,TriggerXAssertsByTestsAchievement,1,1,2025-04-17 07:05:25.694757
35,11b1644a-d11f-45cb-8a40-282a209059c0,TriggerXAssertsByTestsAchievement,1,1,2025-04-17 07:05:25.704181
36,11b1644a-d11f-45cb-8a40-282a209059c0,TriggerXAssertsByTestsAchievement,1,1,2025-04-17 07:05:25.742109
37,11b1644a-d11f-45cb-8a40-282a209059c0,TriggerXAssertsByTestsAchievement,1,1,2025-04-17 07:05:25.794118
38,11b1644a-d11f-45cb-8a40-282a209059c0,TriggerXAssertsByTestsAchievement,1,1,2025-04-17 07:05:25.808696
39,11b1644a-d11f-45cb-8a40-282a209059c0,TriggerXAssertsByTestsAchievement,1,1,2025-04-17 07:05:25.823398
40,11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,1,2025-04-17 07:05:26.030555
41,7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RefactorAddXAssertionsAchievement,1,0,2025-04-17 07:05:34.743068
42,7b25b9f2-5d8e-401e-aefa-ac31e94575d1,AddTestsAchievement,1,0,2025-04-17 07:05:34.758556
43,fb270a09-6a45-4eae-8f9a-3c808faec3ee,RefactorAddXAssertionsAchievement,6,0,2025-04-17 07:05:37.879424
44,fb270a09-6a45-4eae-8f9a-3c808faec3ee,AddTestsAchievement,1,0,2025-04-17 07:05:37.886798
45,0d271530-be17-4538-bf04-dde3c6069b5f,RefactorAddXAssertionsAchievement,1,1,2025-04-17 07:05:41.819793
46,0d271530-be17-4538-bf04-dde3c6069b5f,AddTestsAchievement,1,1,2025-04-17 07:05:41.825294
47,0d271530-be17-4538-bf04-dde3c6069b5f,TriggerXAssertsByTestsAchievement,1,1,2025-04-17 07:05:42.683297
48,0d271530-be17-4538-bf04-dde3c6069b5f,RunXTestSuitesAchievement,1,1,2025-04-17 07:05:43.040743
49,db05d465-5823-4bdd-b3b8-55eb42642552,AddTestsAchievement,1,0,2025-04-17 07:05:46.732658
50,11b1644a-d11f-45cb-8a40-282a209059c0,AddTestsAchievement,1,1,2025-04-17 07:05:48.675823
51,7234f6dc-a316-4576-8453-6e10d7cf1c3d,RefactorAddXAssertionsAchievement,1,1,2025-04-17 07:06:05.043879
52,db05d465-5823-4bdd-b3b8-55eb42642552,AddTestsAchievement,1,0,2025-04-17 07:06:05.863573
53,7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RunXTestSuitesAchievement,1,0,2025-04-17 07:06:11.101249
54,7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RunXTestSuitesAchievement,1,0,2025-04-17 07:06:17.041584
55,db05d465-5823-4bdd-b3b8-55eb42642552,AddTestsAchievement,1,0,2025-04-17 07:06:20.217696
56,60716858-6fcb-4953-88e3-12a51b3c7c47,AddTestsAchievement,1,0,2025-04-17 07:06:23.379220
57,eed81e54-2343-44af-ab2f-cd062db7e11a,RunXTestSuitesAchievement,1,0,2025-04-17 07:06:23.473011
58,7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RunXTestSuitesAchievement,1,0,2025-04-17 07:06:23.725619
59,70e85b5e-92d4-498a-9079-ba881f5b3b82,AddTestsAchievement,1,0,2025-04-17 07:06:28.813426
60,7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RunXTestSuitesAchievement,1,0,2025-04-17 07:06:29.742084
61,a980dad5-6719-44ac-a40e-4c0b35663e68,RefactorAddXAssertionsAchievement,9,0,2025-04-17 07:06:40.549343
62,a980dad5-6719-44ac-a40e-4c0b35663e68,AddTestsAchievement,3,0,2025-04-17 07:06:40.557742
63,0d271530-be17-4538-bf04-dde3c6069b5f,AddTestsAchievement,1,1,2025-04-17 07:06:43.341437
64,db05d465-5823-4bdd-b3b8-55eb42642552,AddTestsAchievement,1,0,2025-04-17 07:06:47.552725
65,caadbaac-e919-4b9b-b3a5-9d074d40493c,AddTestsAchievement,1,1,2025-04-17 07:06:52.868352
66,eed81e54-2343-44af-ab2f-cd062db7e11a,RefactorAddXAssertionsAchievement,1,0,2025-04-17 07:06:55.278026
67,eed81e54-2343-44af-ab2f-cd062db7e11a,RunXTestSuitesAchievement,1,0,2025-04-17 07:06:56.195566
68,a980dad5-6719-44ac-a40e-4c0b35663e68,RefactorAddXAssertionsAchievement,9,0,2025-04-17 07:06:57.986455
69,a980dad5-6719-44ac-a40e-4c0b35663e68,AddTestsAchievement,3,0,2025-04-17 07:06:58.000521
70,7b25b9f2-5d8e-401e-aefa-ac31e94575d1,AddTestsAchievement,1,0,2025-04-17 07:07:01.312358
71,fb270a09-6a45-4eae-8f9a-3c808faec3ee,RefactorXTestNamesAchievement,1,0,2025-04-17 07:07:01.472923
72,0d271530-be17-4538-bf04-dde3c6069b5f,RefactorAddXAssertionsAchievement,2,1,2025-04-17 07:07:05.844458
73,0d271530-be17-4538-bf04-dde3c6069b5f,TriggerXAssertsByTestsAchievement,2,1,2025-04-17 07:07:06.748293
74,a980dad5-6719-44ac-a40e-4c0b35663e68,RefactorAddXAssertionsAchievement,9,0,2025-04-17 07:07:06.919136
75,a980dad5-6719-44ac-a40e-4c0b35663e68,AddTestsAchievement,3,0,2025-04-17 07:07:06.954050
76,0d271530-be17-4538-bf04-dde3c6069b5f,RunXTestSuitesAchievement,1,1,2025-04-17 07:07:07.132730
77,465777bf-b8f8-4dbe-b99e-7e1c208be8dc,RefactorAddXAssertionsAchievement,2,0,2025-04-17 07:07:10.961385
78,465777bf-b8f8-4dbe-b99e-7e1c208be8dc,AddTestsAchievement,1,0,2025-04-17 07:07:10.973395
79,a980dad5-6719-44ac-a40e-4c0b35663e68,RefactorAddXAssertionsAchievement,9,0,2025-04-17 07:07:11.590066
80,a980dad5-6719-44ac-a40e-4c0b35663e68,AddTestsAchievement,3,0,2025-04-17 07:07:11.625128
81,db05d465-5823-4bdd-b3b8-55eb42642552,RefactorAddXAssertionsAchievement,9,0,2025-04-17 07:07:12.317309
82,db05d465-5823-4bdd-b3b8-55eb42642552,AddTestsAchievement,2,0,2025-04-17 07:07:12.384003
83,eed81e54-2343-44af-ab2f-cd062db7e11a,RunXTestSuitesAchievement,1,0,2025-04-17 07:07:13.871228
84,a980dad5-6719-44ac-a40e-4c0b35663e68,RefactorAddXAssertionsAchievement,9,0,2025-04-17 07:07:16.175798
85,a980dad5-6719-44ac-a40e-4c0b35663e68,AddTestsAchievement,3,0,2025-04-17 07:07:16.196381
86,11b1644a-d11f-45cb-8a40-282a209059c0,RefactorAddXAssertionsAchievement,4,1,2025-04-17 07:07:21.420707
87,11b1644a-d11f-45cb-8a40-282a209059c0,AddTestsAchievement,2,1,2025-04-17 07:07:21.425113
88,465777bf-b8f8-4dbe-b99e-7e1c208be8dc,RefactorAddXAssertionsAchievement,1,0,2025-04-17 07:07:22.687330
89,11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,1,2025-04-17 07:07:23.234965
90,0d271530-be17-4538-bf04-dde3c6069b5f,RefactorAddXAssertionsAchievement,2,1,2025-04-17 07:07:28.780374
91,0d271530-be17-4538-bf04-dde3c6069b5f,AddTestsAchievement,1,1,2025-04-17 07:07:28.787052
92,0d271530-be17-4538-bf04-dde3c6069b5f,TriggerXAssertsByTestsAchievement,2,1,2025-04-17 07:07:29.676650
93,0d271530-be17-4538-bf04-dde3c6069b5f,RunXTestSuitesAchievement,1,1,2025-04-17 07:07:30.045930
94,223bf16c-aaad-404f-8a47-61f3ced741e4,RefactorXTestNamesAchievement,1,1,2025-04-17 07:07:31.843687
95,fb270a09-6a45-4eae-8f9a-3c808faec3ee,RefactorXTestNamesAchievement,1,0,2025-04-17 07:07:32.604022
96,a980dad5-6719-44ac-a40e-4c0b35663e68,RefactorAddXAssertionsAchievement,9,0,2025-04-17 07:07:44.913127
97,a980dad5-6719-44ac-a40e-4c0b35663e68,AddTestsAchievement,3,0,2025-04-17 07:07:44.930303
98,11b1644a-d11f-45cb-8a40-282a209059c0,TriggerXAssertsByTestsAchievement,1,1,2025-04-17 07:07:50.098480
99,11b1644a-d11f-45cb-8a40-282a209059c0,TriggerXAssertsByTestsAchievement,1,1,2025-04-17 07:07:50.104823
100,11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,1,2025-04-17 07:07:50.486231
101,223bf16c-aaad-404f-8a47-61f3ced741e4,RefactorXTestNamesAchievement,1,1,2025-04-17 07:07:50.844430
102,a980dad5-6719-44ac-a40e-4c0b35663e68,RefactorAddXAssertionsAchievement,9,0,2025-04-17 07:07:51.022096
103,a980dad5-6719-44ac-a40e-4c0b35663e68,AddTestsAchievement,3,0,2025-04-17 07:07:51.037919
104,caadbaac-e919-4b9b-b3a5-9d074d40493c,RefactorAddXAssertionsAchievement,2,1,2025-04-17 07:07:51.628928
105,a980dad5-6719-44ac-a40e-4c0b35663e68,RefactorAddXAssertionsAchievement,9,0,2025-04-17 07:07:54.457451
106,a980dad5-6719-44ac-a40e-4c0b35663e68,AddTestsAchievement,3,0,2025-04-17 07:07:54.476312
107,70e85b5e-92d4-498a-9079-ba881f5b3b82,RefactorAddXAssertionsAchievement,3,0,2025-04-17 07:07:57.502697
108,70e85b5e-92d4-498a-9079-ba881f5b3b82,AddTestsAchievement,2,0,2025-04-17 07:07:57.510526
109,a980dad5-6719-44ac-a40e-4c0b35663e68,RefactorAddXAssertionsAchievement,9,0,2025-04-17 07:07:58.104196
110,a980dad5-6719-44ac-a40e-4c0b35663e68,AddTestsAchievement,3,0,2025-04-17 07:07:58.133431
111,0d271530-be17-4538-bf04-dde3c6069b5f,AddTestsAchievement,1,1,2025-04-17 07:08:00.617698
112,11b1644a-d11f-45cb-8a40-282a209059c0,TriggerXAssertsByTestsAchievement,1,1,2025-04-17 07:08:02.918256
113,11b1644a-d11f-45cb-8a40-282a209059c0,TriggerXAssertsByTestsAchievement,1,1,2025-04-17 07:08:02.925291
114,11b1644a-d11f-45cb-8a40-282a209059c0,TriggerXAssertsByTestsAchievement,2,1,2025-04-17 07:08:02.948796
115,11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,1,2025-04-17 07:08:03.295282
116,70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,AddTestsAchievement,1,1,2025-04-17 07:08:05.727140
117,70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,RefactorCodeAchievement,1,1,2025-04-17 07:08:05.761174
118,70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,RefactorCodeAchievement,1,1,2025-04-17 07:08:05.770287
119,a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,RefactorAddXAssertionsAchievement,1,1,2025-04-17 07:08:16.520224
120,a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,AddTestsAchievement,1,1,2025-04-17 07:08:16.530155
121,caadbaac-e919-4b9b-b3a5-9d074d40493c,RefactorAddXAssertionsAchievement,1,1,2025-04-17 07:08:25.308006
122,caadbaac-e919-4b9b-b3a5-9d074d40493c,AddTestsAchievement,1,1,2025-04-17 07:08:25.319501
123,0d271530-be17-4538-bf04-dde3c6069b5f,RefactorAddXAssertionsAchievement,1,1,2025-04-17 07:08:26.042708
124,caadbaac-e919-4b9b-b3a5-9d074d40493c,TriggerXAssertsByTestsAchievement,1,1,2025-04-17 07:08:26.714860
125,caadbaac-e919-4b9b-b3a5-9d074d40493c,RunXTestSuitesAchievement,1,1,2025-04-17 07:08:27.224733
126,caadbaac-e919-4b9b-b3a5-9d074d40493c,RunWithCoverageAchievement,1,1,2025-04-17 07:08:27.238652
127,caadbaac-e919-4b9b-b3a5-9d074d40493c,CoverXLinesAchievement,9,1,2025-04-17 07:08:27.406355
128,caadbaac-e919-4b9b-b3a5-9d074d40493c,CoverXMethodsAchievement,5,1,2025-04-17 07:08:27.410969
129,caadbaac-e919-4b9b-b3a5-9d074d40493c,CoverXClassesAchievement,1,1,2025-04-17 07:08:27.471265
130,caadbaac-e919-4b9b-b3a5-9d074d40493c,CoverXBranchesAchievement,1,1,2025-04-17 07:08:27.514819
131,11b1644a-d11f-45cb-8a40-282a209059c0,AddTestsAchievement,1,1,2025-04-17 07:08:30.223286
132,7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RefactorAddXAssertionsAchievement,1,0,2025-04-17 07:08:34.867033
133,7b25b9f2-5d8e-401e-aefa-ac31e94575d1,AddTestsAchievement,1,0,2025-04-17 07:08:34.882445
134,caadbaac-e919-4b9b-b3a5-9d074d40493c,TriggerXAssertsByTestsAchievement,1,1,2025-04-17 07:08:39.703530
135,7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RunXTestSuitesAchievement,1,0,2025-04-17 07:08:40.004393
136,caadbaac-e919-4b9b-b3a5-9d074d40493c,RunXTestSuitesAchievement,1,1,2025-04-17 07:08:40.218386
137,caadbaac-e919-4b9b-b3a5-9d074d40493c,RunWithCoverageAchievement,1,1,2025-04-17 07:08:40.228888
138,11b1644a-d11f-45cb-8a40-282a209059c0,RefactorAddXAssertionsAchievement,1,1,2025-04-17 07:08:43.824578
139,11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,1,2025-04-17 07:08:45.037230
140,7234f6dc-a316-4576-8453-6e10d7cf1c3d,RefactorAddXAssertionsAchievement,3,1,2025-04-17 07:08:45.065100
141,caadbaac-e919-4b9b-b3a5-9d074d40493c,CoverXLinesAchievement,9,1,2025-04-17 07:08:46.602750
142,caadbaac-e919-4b9b-b3a5-9d074d40493c,CoverXMethodsAchievement,5,1,2025-04-17 07:08:46.606835
143,caadbaac-e919-4b9b-b3a5-9d074d40493c,CoverXClassesAchievement,1,1,2025-04-17 07:08:46.751224
144,caadbaac-e919-4b9b-b3a5-9d074d40493c,CoverXBranchesAchievement,1,1,2025-04-17 07:08:46.767174
145,d5082901-d846-4794-82af-2c7db8d50788,RefactorCodeAchievement,1,0,2025-04-17 07:08:46.825557
146,465777bf-b8f8-4dbe-b99e-7e1c208be8dc,RefactorAddXAssertionsAchievement,3,0,2025-04-17 07:08:49.114931
147,465777bf-b8f8-4dbe-b99e-7e1c208be8dc,AddTestsAchievement,1,0,2025-04-17 07:08:49.121117
148,f08453ce-2b6e-40e4-a0b4-0c37218608fa,RefactorAddXAssertionsAchievement,11,1,2025-04-17 07:08:51.906841
149,f08453ce-2b6e-40e4-a0b4-0c37218608fa,AddTestsAchievement,4,1,2025-04-17 07:08:51.937079
150,11b1644a-d11f-45cb-8a40-282a209059c0,TriggerXAssertsByTestsAchievement,1,1,2025-04-17 07:08:52.935337
151,11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,1,2025-04-17 07:08:53.288399
152,7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RunXTestSuitesAchievement,1,0,2025-04-17 07:08:55.192341
153,d5082901-d846-4794-82af-2c7db8d50788,RefactorCodeAchievement,1,0,2025-04-17 07:08:57.986714
154,db05d465-5823-4bdd-b3b8-55eb42642552,RefactorAddXAssertionsAchievement,9,0,2025-04-17 07:08:58.221648
155,db05d465-5823-4bdd-b3b8-55eb42642552,AddTestsAchievement,2,0,2025-04-17 07:08:58.223911
156,11b1644a-d11f-45cb-8a40-282a209059c0,RefactorAddXAssertionsAchievement,1,1,2025-04-17 07:09:08.150140
157,11b1644a-d11f-45cb-8a40-282a209059c0,AddTestsAchievement,1,1,2025-04-17 07:09:08.154729
158,7b25b9f2-5d8e-401e-aefa-ac31e94575d1,AddTestsAchievement,1,0,2025-04-17 07:09:08.959737
159,eed81e54-2343-44af-ab2f-cd062db7e11a,RefactorAddXAssertionsAchievement,2,0,2025-04-17 07:09:09.304910
160,eed81e54-2343-44af-ab2f-cd062db7e11a,AddTestsAchievement,1,0,2025-04-17 07:09:09.311951
161,11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,1,2025-04-17 07:09:09.383932
162,de176a06-3fc9-4325-8c81-f131f193c1c4,RefactorAddXAssertionsAchievement,1,0,2025-04-17 07:09:09.780732
163,eed81e54-2343-44af-ab2f-cd062db7e11a,TriggerXAssertsByTestsAchievement,1,0,2025-04-17 07:09:09.841522
164,eed81e54-2343-44af-ab2f-cd062db7e11a,RunXTestSuitesAchievement,1,0,2025-04-17 07:09:10.227332
165,70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,TriggerXAssertsByTestsAchievement,0,1,2025-04-17 07:09:16.544474
166,11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,1,2025-04-17 07:09:16.733664
167,70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,RunXTestSuitesAchievement,1,1,2025-04-17 07:09:16.892838
168,11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,1,2025-04-17 07:09:24.367547
169,7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RefactorAddXAssertionsAchievement,2,0,2025-04-17 07:09:24.797660
170,7b25b9f2-5d8e-401e-aefa-ac31e94575d1,AddTestsAchievement,1,0,2025-04-17 07:09:24.805542
171,70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,AddTestsAchievement,1,1,2025-04-17 07:09:28.105801
172,a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,RefactorAddXAssertionsAchievement,2,1,2025-04-17 07:09:28.305783
173,11b1644a-d11f-45cb-8a40-282a209059c0,TriggerXAssertsByTestsAchievement,1,1,2025-04-17 07:09:31.372429
174,11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,1,2025-04-17 07:09:31.739679
175,caadbaac-e919-4b9b-b3a5-9d074d40493c,RefactorAddXAssertionsAchievement,2,1,2025-04-17 07:09:34.295434
176,caadbaac-e919-4b9b-b3a5-9d074d40493c,AddTestsAchievement,2,1,2025-04-17 07:09:34.321274
177,caadbaac-e919-4b9b-b3a5-9d074d40493c,TriggerXAssertsByTestsAchievement,1,1,2025-04-17 07:09:36.044775
178,caadbaac-e919-4b9b-b3a5-9d074d40493c,RunXTestSuitesAchievement,1,1,2025-04-17 07:09:36.574939
179,caadbaac-e919-4b9b-b3a5-9d074d40493c,RunWithCoverageAchievement,1,1,2025-04-17 07:09:36.581701
180,caadbaac-e919-4b9b-b3a5-9d074d40493c,CoverXLinesAchievement,10,1,2025-04-17 07:09:38.730741
181,caadbaac-e919-4b9b-b3a5-9d074d40493c,CoverXMethodsAchievement,6,1,2025-04-17 07:09:38.766901
182,caadbaac-e919-4b9b-b3a5-9d074d40493c,CoverXClassesAchievement,1,1,2025-04-17 07:09:38.779052
183,caadbaac-e919-4b9b-b3a5-9d074d40493c,CoverXBranchesAchievement,1,1,2025-04-17 07:09:38.811926
184,674eeeb6-2534-419d-8965-63e4400f60c4,AddTestsAchievement,1,1,2025-04-17 07:09:41.301135
185,7b25b9f2-5d8e-401e-aefa-ac31e94575d1,RunXTestSuitesAchievement,1,0,2025-04-17 07:09:43.619473
186,f9ec833e-db4f-49b9-9b14-08298cbb4425,AddTestsAchievement,1,0,2025-04-17 07:09:46.779398
187,caadbaac-e919-4b9b-b3a5-9d074d40493c,RunXTestSuitesAchievement,1,1,2025-04-17 07:09:47.279357
188,caadbaac-e919-4b9b-b3a5-9d074d40493c,RunWithCoverageAchievement,1,1,2025-04-17 07:09:47.299818
189,caadbaac-e919-4b9b-b3a5-9d074d40493c,CoverXLinesAchievement,9,1,2025-04-17 07:09:49.910052
190,caadbaac-e919-4b9b-b3a5-9d074d40493c,CoverXMethodsAchievement,5,1,2025-04-17 07:09:49.927442
191,caadbaac-e919-4b9b-b3a5-9d074d40493c,CoverXClassesAchievement,1,1,2025-04-17 07:09:49.940762
192,caadbaac-e919-4b9b-b3a5-9d074d40493c,CoverXBranchesAchievement,1,1,2025-04-17 07:09:49.952876
193,60716858-6fcb-4953-88e3-12a51b3c7c47,RefactorAddXAssertionsAchievement,1,0,2025-04-17 07:10:00.536054
194,d5082901-d846-4794-82af-2c7db8d50788,AddTestsAchievement,1,0,2025-04-17 07:10:00.584424
195,caadbaac-e919-4b9b-b3a5-9d074d40493c,RunXTestSuitesAchievement,1,1,2025-04-17 07:10:10.715102
196,caadbaac-e919-4b9b-b3a5-9d074d40493c,RunWithCoverageAchievement,1,1,2025-04-17 07:10:10.719667
197,caadbaac-e919-4b9b-b3a5-9d074d40493c,CoverXLinesAchievement,9,1,2025-04-17 07:10:13.544917
198,caadbaac-e919-4b9b-b3a5-9d074d40493c,CoverXMethodsAchievement,5,1,2025-04-17 07:10:13.561303
199,caadbaac-e919-4b9b-b3a5-9d074d40493c,CoverXClassesAchievement,1,1,2025-04-17 07:10:13.573866
200,caadbaac-e919-4b9b-b3a5-9d074d40493c,CoverXBranchesAchievement,1,1,2025-04-17 07:10:13.623036
201,11b1644a-d11f-45cb-8a40-282a209059c0,RefactorAddXAssertionsAchievement,1,1,2025-04-17 07:10:17.126241
202,11b1644a-d11f-45cb-8a40-282a209059c0,AddTestsAchievement,1,1,2025-04-17 07:10:17.130845
203,11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,1,2025-04-17 07:10:18.507089
204,fb270a09-6a45-4eae-8f9a-3c808faec3ee,RefactorXTestNamesAchievement,1,0,2025-04-17 07:10:25.239446
205,fb270a09-6a45-4eae-8f9a-3c808faec3ee,RefactorCodeAchievement,1,0,2025-04-17 07:10:25.249211
206,60716858-6fcb-4953-88e3-12a51b3c7c47,RefactorAddXAssertionsAchievement,7,0,2025-04-17 07:10:25.725011
207,70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,TriggerXAssertsByTestsAchievement,0,1,2025-04-17 07:10:28.140166
208,70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,TriggerXAssertsByTestsAchievement,0,1,2025-04-17 07:10:28.167335
209,b39dc415-9bb6-4d5d-a8f9-30fd61f6a594,RefactorAddXAssertionsAchievement,1,1,2025-04-17 07:10:28.428306
210,b39dc415-9bb6-4d5d-a8f9-30fd61f6a594,AddTestsAchievement,1,1,2025-04-17 07:10:28.488500
211,70c71a91-06a1-4bf4-8e56-f4327b1c8b3f,RunXTestSuitesAchievement,1,1,2025-04-17 07:10:28.510355
212,afb0f9dc-6acf-48cd-a0e1-032f5df9366f,RefactorCodeAchievement,1,0,2025-04-17 07:10:28.593480
213,11b1644a-d11f-45cb-8a40-282a209059c0,RefactorAddXAssertionsAchievement,1,1,2025-04-17 07:10:30.901563
214,11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,1,2025-04-17 07:10:32.136165
215,a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,RefactorAddXAssertionsAchievement,1,1,2025-04-17 07:10:33.026815
216,60716858-6fcb-4953-88e3-12a51b3c7c47,RefactorAddXAssertionsAchievement,7,0,2025-04-17 07:10:33.062782
217,eed81e54-2343-44af-ab2f-cd062db7e11a,RefactorAddXAssertionsAchievement,1,0,2025-04-17 07:10:35.229303
218,eed81e54-2343-44af-ab2f-cd062db7e11a,AddTestsAchievement,1,0,2025-04-17 07:10:35.236835
219,eed81e54-2343-44af-ab2f-cd062db7e11a,TriggerXAssertsByTestsAchievement,1,0,2025-04-17 07:10:35.788389
220,eed81e54-2343-44af-ab2f-cd062db7e11a,RunXTestSuitesAchievement,1,0,2025-04-17 07:10:36.163265
221,11b1644a-d11f-45cb-8a40-282a209059c0,TriggerXAssertsByTestsAchievement,2,1,2025-04-17 07:10:37.426601
222,11b1644a-d11f-45cb-8a40-282a209059c0,RunXTestSuitesAchievement,1,1,2025-04-17 07:10:37.799364
