Action,Name,Points,GameMode,Timestamp
TriggerXAssertsByTestsAchievement,Assert and Tested,1,ACHIEVEMENTS,2025-04-17 09:47:42.213
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 09:47:42.712
RunWithCoverageAchievement,Gotta Catch ’Em All,1,ACHIEVEMENTS,2025-04-17 09:47:42.734
CoverXLinesAchievement,Line-by-line,4,ACHIEVEMENTS,2025-04-17 09:47:43.426
CoverXMethodsAchievement,Check your methods,3,ACHIEVEMENTS,2025-04-17 09:47:43.538
CoverXClassesAchievement,Check your classes,1,ACHIEVEMENTS,2025-04-17 09:47:43.768
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 09:47:56.509
RunWithCoverageAchievement,Gotta Catch ’Em All,1,ACHIEVEMENTS,2025-04-17 09:47:56.535
CoverXLinesAchievement,Line-by-line,6,ACHIEVEMENTS,2025-04-17 09:48:03.521
CoverXMethodsAchievement,Check your methods,4,ACHIEVEMENTS,2025-04-17 09:48:03.602
CoverXClassesAchievement,Check your classes,1,ACHIEVEMENTS,2025-04-17 09:48:03.711
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 09:48:33.195
RunWithCoverageAchievement,Gotta Catch ’Em All,1,ACHIEVEMENTS,2025-04-17 09:48:33.283
CoverXLinesAchievement,Line-by-line,1,ACHIEVEMENTS,2025-04-17 09:48:36.477
CoverXMethodsAchievement,Check your methods,1,ACHIEVEMENTS,2025-04-17 09:48:36.511
CoverXClassesAchievement,Check your classes,1,ACHIEVEMENTS,2025-04-17 09:48:36.604
RefactorAddXAssertionsAchievement,Double check,1,ACHIEVEMENTS,2025-04-17 09:50:05.812
AddTestsAchievement,Safety First,1,ACHIEVEMENTS,2025-04-17 09:50:05.864
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 09:50:59.566
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 09:51:12.289
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 09:51:16.395
RunWithCoverageAchievement,Gotta Catch ’Em All,1,ACHIEVEMENTS,2025-04-17 09:51:16.399
CoverXLinesAchievement,Line-by-line,8,ACHIEVEMENTS,2025-04-17 09:51:18.46
CoverXMethodsAchievement,Check your methods,6,ACHIEVEMENTS,2025-04-17 09:51:18.558
CoverXClassesAchievement,Check your classes,1,ACHIEVEMENTS,2025-04-17 09:51:18.668
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 09:52:47.444
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 09:53:33.341
RefactorAddXAssertionsAchievement,Double check,1,ACHIEVEMENTS,2025-04-17 09:54:19.579
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 09:54:24.833
RefactorAddXAssertionsAchievement,Double check,1,ACHIEVEMENTS,2025-04-17 09:55:57.467
AddTestsAchievement,Safety First,1,ACHIEVEMENTS,2025-04-17 09:55:57.471
RefactorAddXAssertionsAchievement,Double check,2,ACHIEVEMENTS,2025-04-17 09:58:18.201
AddTestsAchievement,Safety First,1,ACHIEVEMENTS,2025-04-17 09:58:18.252
TriggerXAssertsByTestsAchievement,Assert and Tested,1,ACHIEVEMENTS,2025-04-17 09:58:22.16
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 09:58:22.689
RefactorAddXAssertionsAchievement,Double check,1,ACHIEVEMENTS,2025-04-17 10:00:18.435
AddTestsAchievement,Safety First,1,ACHIEVEMENTS,2025-04-17 10:00:18.449
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 10:01:40.645
TriggerXAssertsByTestsAchievement,Assert and Tested,1,ACHIEVEMENTS,2025-04-17 10:02:02.343
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 10:02:02.862
TriggerXAssertsByTestsAchievement,Assert and Tested,1,ACHIEVEMENTS,2025-04-17 10:02:08.55
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 10:02:09.077
RunWithCoverageAchievement,Gotta Catch ’Em All,1,ACHIEVEMENTS,2025-04-17 10:02:09.083
CoverXLinesAchievement,Line-by-line,5,ACHIEVEMENTS,2025-04-17 10:02:09.771
CoverXMethodsAchievement,Check your methods,3,ACHIEVEMENTS,2025-04-17 10:02:09.97
CoverXClassesAchievement,Check your classes,1,ACHIEVEMENTS,2025-04-17 10:02:10.071
CoverXBranchesAchievement,Check your branches,1,ACHIEVEMENTS,2025-04-17 10:02:10.158
TriggerXAssertsByTestsAchievement,Assert and Tested,1,ACHIEVEMENTS,2025-04-17 10:02:20.146
TriggerXAssertsByTestsAchievement,Assert and Tested,1,ACHIEVEMENTS,2025-04-17 10:02:20.187
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 10:02:20.711
RunWithCoverageAchievement,Gotta Catch ’Em All,1,ACHIEVEMENTS,2025-04-17 10:02:20.755
CoverXLinesAchievement,Line-by-line,5,ACHIEVEMENTS,2025-04-17 10:02:23.196
CoverXMethodsAchievement,Check your methods,3,ACHIEVEMENTS,2025-04-17 10:02:23.297
CoverXClassesAchievement,Check your classes,1,ACHIEVEMENTS,2025-04-17 10:02:23.36
CoverXBranchesAchievement,Check your branches,1,ACHIEVEMENTS,2025-04-17 10:02:23.424
RefactorAddXAssertionsAchievement,Double check,4,ACHIEVEMENTS,2025-04-17 10:04:02.957
AddTestsAchievement,Safety First,2,ACHIEVEMENTS,2025-04-17 10:04:03.023
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 10:04:31.483
RunWithCoverageAchievement,Gotta Catch ’Em All,1,ACHIEVEMENTS,2025-04-17 10:04:31.491
CoverXLinesAchievement,Line-by-line,4,ACHIEVEMENTS,2025-04-17 10:04:33.827
CoverXMethodsAchievement,Check your methods,4,ACHIEVEMENTS,2025-04-17 10:04:33.911
CoverXClassesAchievement,Check your classes,1,ACHIEVEMENTS,2025-04-17 10:04:33.945
